Datum;RGSCode;RGSName;Bundesland;Geschlecht;Nationalitaet;BESTAND;ZUGANG;ABGANG;
2019-01-31;101;Eisenstadt;Burgenland;M;Ausländer_innen;259;54;67;
2019-01-31;101;Eisenstadt;Burgenland;M;Inländer_innen;979;269;213;
2019-01-31;101;Eisenstadt;Burgenland;W;Ausländer_innen;193;46;59;
2019-01-31;101;Eisenstadt;Burgenland;W;Inländer_innen;699;151;153;
2019-01-31;102;Mattersburg;Burgenland;M;Ausländer_innen;186;48;45;
2019-01-31;102;Mattersburg;Burgenland;M;Inländer_innen;805;215;201;
2019-01-31;102;Mattersburg;Burgenland;W;Ausländer_innen;115;27;25;
2019-01-31;102;Mattersburg;Burgenland;W;Inländer_innen;506;116;147;
2019-01-31;103;Neusiedl am See;Burgenland;M;Ausländer_innen;237;59;38;
2019-01-31;103;Neusiedl am See;Burgenland;M;Inländer_innen;1005;316;196;
2019-01-31;103;Neusiedl am See;Burgenland;W;Ausländer_innen;199;51;33;
2019-01-31;103;Neusiedl am See;Burgenland;W;Inländer_innen;735;149;153;
2019-01-31;104;Oberpullendorf;Burgenland;M;Ausländer_innen;116;28;35;
2019-01-31;104;Oberpullendorf;Burgenland;M;Inländer_innen;805;268;187;
2019-01-31;104;Oberpullendorf;Burgenland;W;Ausländer_innen;97;27;26;
2019-01-31;104;Oberpullendorf;Burgenland;W;Inländer_innen;471;128;144;
2019-01-31;105;Oberwart;Burgenland;M;Ausländer_innen;254;64;52;
2019-01-31;105;Oberwart;Burgenland;M;Inländer_innen;1509;550;253;
2019-01-31;105;Oberwart;Burgenland;W;Ausländer_innen;157;36;22;
2019-01-31;105;Oberwart;Burgenland;W;Inländer_innen;782;188;175;
2019-01-31;106;Stegersbach;Burgenland;M;Ausländer_innen;83;23;19;
2019-01-31;106;Stegersbach;Burgenland;M;Inländer_innen;616;283;150;
2019-01-31;106;Stegersbach;Burgenland;W;Ausländer_innen;53;15;21;
2019-01-31;106;Stegersbach;Burgenland;W;Inländer_innen;382;92;92;
2019-01-31;107;Jennersdorf;Burgenland;M;Ausländer_innen;29;13;9;
2019-01-31;107;Jennersdorf;Burgenland;M;Inländer_innen;404;173;103;
2019-01-31;107;Jennersdorf;Burgenland;W;Ausländer_innen;34;10;4;
2019-01-31;107;Jennersdorf;Burgenland;W;Inländer_innen;181;51;68;
2019-01-31;201;Feldkirchen;Kärnten;M;Ausländer_innen;87;21;20;
2019-01-31;201;Feldkirchen;Kärnten;M;Inländer_innen;971;273;257;
2019-01-31;201;Feldkirchen;Kärnten;W;Ausländer_innen;55;13;14;
2019-01-31;201;Feldkirchen;Kärnten;W;Inländer_innen;364;104;100;
2019-01-31;202;Hermagor;Kärnten;M;Ausländer_innen;37;19;21;
2019-01-31;202;Hermagor;Kärnten;M;Inländer_innen;347;225;81;
2019-01-31;202;Hermagor;Kärnten;W;Ausländer_innen;21;4;13;
2019-01-31;202;Hermagor;Kärnten;W;Inländer_innen;96;30;47;
2019-01-31;203;Klagenfurt;Kärnten;M;Ausländer_innen;1476;394;352;
2019-01-31;203;Klagenfurt;Kärnten;M;Inländer_innen;3560;803;757;
2019-01-31;203;Klagenfurt;Kärnten;W;Ausländer_innen;870;198;171;
2019-01-31;203;Klagenfurt;Kärnten;W;Inländer_innen;2414;508;556;
2019-01-31;204;Spittal/Drau;Kärnten;M;Ausländer_innen;290;71;82;
2019-01-31;204;Spittal/Drau;Kärnten;M;Inländer_innen;2378;1030;596;
2019-01-31;204;Spittal/Drau;Kärnten;W;Ausländer_innen;219;63;48;
2019-01-31;204;Spittal/Drau;Kärnten;W;Inländer_innen;1305;289;315;
2019-01-31;205;St. Veit/Glan;Kärnten;M;Ausländer_innen;212;59;50;
2019-01-31;205;St. Veit/Glan;Kärnten;M;Inländer_innen;1420;426;315;
2019-01-31;205;St. Veit/Glan;Kärnten;W;Ausländer_innen;76;19;22;
2019-01-31;205;St. Veit/Glan;Kärnten;W;Inländer_innen;750;188;171;
2019-01-31;206;Villach;Kärnten;M;Ausländer_innen;967;234;236;
2019-01-31;206;Villach;Kärnten;M;Inländer_innen;2821;736;566;
2019-01-31;206;Villach;Kärnten;W;Ausländer_innen;727;167;160;
2019-01-31;206;Villach;Kärnten;W;Inländer_innen;2101;408;484;
2019-01-31;207;Völkermarkt;Kärnten;M;Ausländer_innen;210;53;60;
2019-01-31;207;Völkermarkt;Kärnten;M;Inländer_innen;1337;441;272;
2019-01-31;207;Völkermarkt;Kärnten;W;Ausländer_innen;132;21;36;
2019-01-31;207;Völkermarkt;Kärnten;W;Inländer_innen;712;117;162;
2019-01-31;208;Wolfsberg;Kärnten;M;Ausländer_innen;145;36;55;
2019-01-31;208;Wolfsberg;Kärnten;M;Inländer_innen;1136;360;305;
2019-01-31;208;Wolfsberg;Kärnten;W;Ausländer_innen;93;20;45;
2019-01-31;208;Wolfsberg;Kärnten;W;Inländer_innen;613;168;218;
2019-01-31;301;Amstetten;Niederösterreich;M;Ausländer_innen;379;128;116;
2019-01-31;301;Amstetten;Niederösterreich;M;Inländer_innen;1102;426;390;
2019-01-31;301;Amstetten;Niederösterreich;W;Ausländer_innen;235;66;68;
2019-01-31;301;Amstetten;Niederösterreich;W;Inländer_innen;753;244;259;
2019-01-31;304;Baden neu;Niederösterreich;M;Ausländer_innen;1064;293;269;
2019-01-31;304;Baden neu;Niederösterreich;M;Inländer_innen;2833;585;641;
2019-01-31;304;Baden neu;Niederösterreich;W;Ausländer_innen;647;189;238;
2019-01-31;304;Baden neu;Niederösterreich;W;Inländer_innen;2079;402;537;
2019-01-31;306;Bruck/Leitha;Niederösterreich;M;Ausländer_innen;257;61;80;
2019-01-31;306;Bruck/Leitha;Niederösterreich;M;Inländer_innen;749;185;199;
2019-01-31;306;Bruck/Leitha;Niederösterreich;W;Ausländer_innen;213;62;51;
2019-01-31;306;Bruck/Leitha;Niederösterreich;W;Inländer_innen;631;150;165;
2019-01-31;308;Gänserndorf;Niederösterreich;M;Ausländer_innen;736;198;174;
2019-01-31;308;Gänserndorf;Niederösterreich;M;Inländer_innen;2020;455;437;
2019-01-31;308;Gänserndorf;Niederösterreich;W;Ausländer_innen;442;120;134;
2019-01-31;308;Gänserndorf;Niederösterreich;W;Inländer_innen;1563;334;393;
2019-01-31;311;Gmünd;Niederösterreich;M;Ausländer_innen;144;43;23;
2019-01-31;311;Gmünd;Niederösterreich;M;Inländer_innen;1069;334;191;
2019-01-31;311;Gmünd;Niederösterreich;W;Ausländer_innen;105;26;28;
2019-01-31;311;Gmünd;Niederösterreich;W;Inländer_innen;544;151;154;
2019-01-31;312;Hollabrunn;Niederösterreich;M;Ausländer_innen;155;64;35;
2019-01-31;312;Hollabrunn;Niederösterreich;M;Inländer_innen;923;231;212;
2019-01-31;312;Hollabrunn;Niederösterreich;W;Ausländer_innen;82;30;17;
2019-01-31;312;Hollabrunn;Niederösterreich;W;Inländer_innen;569;142;167;
2019-01-31;313;Horn;Niederösterreich;M;Ausländer_innen;82;33;15;
2019-01-31;313;Horn;Niederösterreich;M;Inländer_innen;506;194;132;
2019-01-31;313;Horn;Niederösterreich;W;Ausländer_innen;36;11;12;
2019-01-31;313;Horn;Niederösterreich;W;Inländer_innen;275;81;88;
2019-01-31;314;Korneuburg;Niederösterreich;M;Ausländer_innen;395;137;93;
2019-01-31;314;Korneuburg;Niederösterreich;M;Inländer_innen;1309;340;320;
2019-01-31;314;Korneuburg;Niederösterreich;W;Ausländer_innen;232;70;78;
2019-01-31;314;Korneuburg;Niederösterreich;W;Inländer_innen;1022;233;273;
2019-01-31;315;Krems;Niederösterreich;M;Ausländer_innen;439;122;100;
2019-01-31;315;Krems;Niederösterreich;M;Inländer_innen;1521;475;323;
2019-01-31;315;Krems;Niederösterreich;W;Ausländer_innen;276;61;59;
2019-01-31;315;Krems;Niederösterreich;W;Inländer_innen;1065;266;222;
2019-01-31;316;Lilienfeld;Niederösterreich;M;Ausländer_innen;126;48;60;
2019-01-31;316;Lilienfeld;Niederösterreich;M;Inländer_innen;477;151;101;
2019-01-31;316;Lilienfeld;Niederösterreich;W;Ausländer_innen;83;23;28;
2019-01-31;316;Lilienfeld;Niederösterreich;W;Inländer_innen;272;69;68;
2019-01-31;317;Melk;Niederösterreich;M;Ausländer_innen;217;75;96;
2019-01-31;317;Melk;Niederösterreich;M;Inländer_innen;1485;575;424;
2019-01-31;317;Melk;Niederösterreich;W;Ausländer_innen;140;60;50;
2019-01-31;317;Melk;Niederösterreich;W;Inländer_innen;685;229;211;
2019-01-31;319;Mistelbach;Niederösterreich;M;Ausländer_innen;359;93;58;
2019-01-31;319;Mistelbach;Niederösterreich;M;Inländer_innen;1448;407;262;
2019-01-31;319;Mistelbach;Niederösterreich;W;Ausländer_innen;163;39;45;
2019-01-31;319;Mistelbach;Niederösterreich;W;Inländer_innen;914;205;226;
2019-01-31;321;Mödling;Niederösterreich;M;Ausländer_innen;585;158;154;
2019-01-31;321;Mödling;Niederösterreich;M;Inländer_innen;1679;416;361;
2019-01-31;321;Mödling;Niederösterreich;W;Ausländer_innen;396;106;84;
2019-01-31;321;Mödling;Niederösterreich;W;Inländer_innen;1303;248;325;
2019-01-31;323;Neunkirchen;Niederösterreich;M;Ausländer_innen;491;109;105;
2019-01-31;323;Neunkirchen;Niederösterreich;M;Inländer_innen;1870;456;362;
2019-01-31;323;Neunkirchen;Niederösterreich;W;Ausländer_innen;333;91;94;
2019-01-31;323;Neunkirchen;Niederösterreich;W;Inländer_innen;1343;259;312;
2019-01-31;326;St. Pölten;Niederösterreich;M;Ausländer_innen;1272;305;309;
2019-01-31;326;St. Pölten;Niederösterreich;M;Inländer_innen;3433;833;778;
2019-01-31;326;St. Pölten;Niederösterreich;W;Ausländer_innen;699;161;198;
2019-01-31;326;St. Pölten;Niederösterreich;W;Inländer_innen;2276;522;551;
2019-01-31;328;Scheibbs;Niederösterreich;M;Ausländer_innen;71;42;41;
2019-01-31;328;Scheibbs;Niederösterreich;M;Inländer_innen;727;378;228;
2019-01-31;328;Scheibbs;Niederösterreich;W;Ausländer_innen;45;19;22;
2019-01-31;328;Scheibbs;Niederösterreich;W;Inländer_innen;232;104;109;
2019-01-31;329;Schwechat;Niederösterreich;M;Ausländer_innen;380;121;144;
2019-01-31;329;Schwechat;Niederösterreich;M;Inländer_innen;924;226;221;
2019-01-31;329;Schwechat;Niederösterreich;W;Ausländer_innen;255;70;95;
2019-01-31;329;Schwechat;Niederösterreich;W;Inländer_innen;779;187;219;
2019-01-31;331;Tulln;Niederösterreich;M;Ausländer_innen;529;177;125;
2019-01-31;331;Tulln;Niederösterreich;M;Inländer_innen;1383;406;310;
2019-01-31;331;Tulln;Niederösterreich;W;Ausländer_innen;276;84;85;
2019-01-31;331;Tulln;Niederösterreich;W;Inländer_innen;998;303;309;
2019-01-31;332;Waidhofen/Thaya;Niederösterreich;M;Ausländer_innen;42;15;8;
2019-01-31;332;Waidhofen/Thaya;Niederösterreich;M;Inländer_innen;592;184;112;
2019-01-31;332;Waidhofen/Thaya;Niederösterreich;W;Ausländer_innen;20;7;8;
2019-01-31;332;Waidhofen/Thaya;Niederösterreich;W;Inländer_innen;283;53;99;
2019-01-31;333;Waidhofen/Ybbs;Niederösterreich;M;Ausländer_innen;55;14;18;
2019-01-31;333;Waidhofen/Ybbs;Niederösterreich;M;Inländer_innen;404;202;105;
2019-01-31;333;Waidhofen/Ybbs;Niederösterreich;W;Ausländer_innen;35;16;18;
2019-01-31;333;Waidhofen/Ybbs;Niederösterreich;W;Inländer_innen;168;64;91;
2019-01-31;334;Wr. Neustadt;Niederösterreich;M;Ausländer_innen;907;209;270;
2019-01-31;334;Wr. Neustadt;Niederösterreich;M;Inländer_innen;2642;678;682;
2019-01-31;334;Wr. Neustadt;Niederösterreich;W;Ausländer_innen;631;173;239;
2019-01-31;334;Wr. Neustadt;Niederösterreich;W;Inländer_innen;2079;456;566;
2019-01-31;335;Zwettl;Niederösterreich;M;Ausländer_innen;45;16;10;
2019-01-31;335;Zwettl;Niederösterreich;M;Inländer_innen;1159;461;220;
2019-01-31;335;Zwettl;Niederösterreich;W;Ausländer_innen;32;16;8;
2019-01-31;335;Zwettl;Niederösterreich;W;Inländer_innen;412;121;94;
2019-01-31;401;Braunau;Oberösterreich;M;Ausländer_innen;483;150;176;
2019-01-31;401;Braunau;Oberösterreich;M;Inländer_innen;1321;510;370;
2019-01-31;401;Braunau;Oberösterreich;W;Ausländer_innen;393;107;138;
2019-01-31;401;Braunau;Oberösterreich;W;Inländer_innen;844;227;242;
2019-01-31;402;Eferding;Oberösterreich;M;Ausländer_innen;115;42;37;
2019-01-31;402;Eferding;Oberösterreich;M;Inländer_innen;318;138;120;
2019-01-31;402;Eferding;Oberösterreich;W;Ausländer_innen;60;27;23;
2019-01-31;402;Eferding;Oberösterreich;W;Inländer_innen;158;60;87;
2019-01-31;403;Freistadt;Oberösterreich;M;Ausländer_innen;150;36;24;
2019-01-31;403;Freistadt;Oberösterreich;M;Inländer_innen;886;349;211;
2019-01-31;403;Freistadt;Oberösterreich;W;Ausländer_innen;69;20;14;
2019-01-31;403;Freistadt;Oberösterreich;W;Inländer_innen;474;164;144;
2019-01-31;404;Gmunden;Oberösterreich;M;Ausländer_innen;392;181;145;
2019-01-31;404;Gmunden;Oberösterreich;M;Inländer_innen;1120;506;395;
2019-01-31;404;Gmunden;Oberösterreich;W;Ausländer_innen;234;119;104;
2019-01-31;404;Gmunden;Oberösterreich;W;Inländer_innen;711;307;285;
2019-01-31;406;Grieskirchen;Oberösterreich;M;Ausländer_innen;219;83;89;
2019-01-31;406;Grieskirchen;Oberösterreich;M;Inländer_innen;814;309;236;
2019-01-31;406;Grieskirchen;Oberösterreich;W;Ausländer_innen;91;29;41;
2019-01-31;406;Grieskirchen;Oberösterreich;W;Inländer_innen;379;120;147;
2019-01-31;407;Kirchdorf/Krems;Oberösterreich;M;Ausländer_innen;195;68;67;
2019-01-31;407;Kirchdorf/Krems;Oberösterreich;M;Inländer_innen;654;292;216;
2019-01-31;407;Kirchdorf/Krems;Oberösterreich;W;Ausländer_innen;89;30;56;
2019-01-31;407;Kirchdorf/Krems;Oberösterreich;W;Inländer_innen;361;138;178;
2019-01-31;409;Linz neu;Oberösterreich;M;Ausländer_innen;2779;852;770;
2019-01-31;409;Linz neu;Oberösterreich;M;Inländer_innen;3727;1021;993;
2019-01-31;409;Linz neu;Oberösterreich;W;Ausländer_innen;1482;458;470;
2019-01-31;409;Linz neu;Oberösterreich;W;Inländer_innen;2488;666;742;
2019-01-31;411;Perg;Oberösterreich;M;Ausländer_innen;291;111;90;
2019-01-31;411;Perg;Oberösterreich;M;Inländer_innen;769;320;238;
2019-01-31;411;Perg;Oberösterreich;W;Ausländer_innen;131;50;72;
2019-01-31;411;Perg;Oberösterreich;W;Inländer_innen;486;182;179;
2019-01-31;412;Ried im Innkreis;Oberösterreich;M;Ausländer_innen;241;84;113;
2019-01-31;412;Ried im Innkreis;Oberösterreich;M;Inländer_innen;870;401;285;
2019-01-31;412;Ried im Innkreis;Oberösterreich;W;Ausländer_innen;127;38;74;
2019-01-31;412;Ried im Innkreis;Oberösterreich;W;Inländer_innen;433;152;139;
2019-01-31;413;Rohrbach;Oberösterreich;M;Ausländer_innen;85;30;19;
2019-01-31;413;Rohrbach;Oberösterreich;M;Inländer_innen;790;458;166;
2019-01-31;413;Rohrbach;Oberösterreich;W;Ausländer_innen;30;16;19;
2019-01-31;413;Rohrbach;Oberösterreich;W;Inländer_innen;228;95;101;
2019-01-31;414;Schärding;Oberösterreich;M;Ausländer_innen;180;55;72;
2019-01-31;414;Schärding;Oberösterreich;M;Inländer_innen;1204;579;254;
2019-01-31;414;Schärding;Oberösterreich;W;Ausländer_innen;122;34;48;
2019-01-31;414;Schärding;Oberösterreich;W;Inländer_innen;429;136;127;
2019-01-31;415;Steyr;Oberösterreich;M;Ausländer_innen;585;162;195;
2019-01-31;415;Steyr;Oberösterreich;M;Inländer_innen;1576;405;400;
2019-01-31;415;Steyr;Oberösterreich;W;Ausländer_innen;362;113;127;
2019-01-31;415;Steyr;Oberösterreich;W;Inländer_innen;1165;397;346;
2019-01-31;418;Vöcklabruck;Oberösterreich;M;Ausländer_innen;678;233;217;
2019-01-31;418;Vöcklabruck;Oberösterreich;M;Inländer_innen;1523;590;529;
2019-01-31;418;Vöcklabruck;Oberösterreich;W;Ausländer_innen;384;141;140;
2019-01-31;418;Vöcklabruck;Oberösterreich;W;Inländer_innen;1092;385;355;
2019-01-31;419;Wels;Oberösterreich;M;Ausländer_innen;1110;342;342;
2019-01-31;419;Wels;Oberösterreich;M;Inländer_innen;1879;570;576;
2019-01-31;419;Wels;Oberösterreich;W;Ausländer_innen;669;197;192;
2019-01-31;419;Wels;Oberösterreich;W;Inländer_innen;1350;344;378;
2019-01-31;421;Traun;Oberösterreich;M;Ausländer_innen;1048;309;333;
2019-01-31;421;Traun;Oberösterreich;M;Inländer_innen;1609;479;452;
2019-01-31;421;Traun;Oberösterreich;W;Ausländer_innen;636;192;221;
2019-01-31;421;Traun;Oberösterreich;W;Inländer_innen;1224;361;406;
2019-01-31;501;Bischofshofen;Salzburg;M;Ausländer_innen;604;148;181;
2019-01-31;501;Bischofshofen;Salzburg;M;Inländer_innen;890;393;336;
2019-01-31;501;Bischofshofen;Salzburg;W;Ausländer_innen;182;50;136;
2019-01-31;501;Bischofshofen;Salzburg;W;Inländer_innen;308;107;187;
2019-01-31;503;Hallein;Salzburg;M;Ausländer_innen;310;100;97;
2019-01-31;503;Hallein;Salzburg;M;Inländer_innen;606;253;170;
2019-01-31;503;Hallein;Salzburg;W;Ausländer_innen;152;52;68;
2019-01-31;503;Hallein;Salzburg;W;Inländer_innen;385;130;153;
2019-01-31;504;Salzburg;Salzburg;M;Ausländer_innen;2205;830;637;
2019-01-31;504;Salzburg;Salzburg;M;Inländer_innen;3356;1193;908;
2019-01-31;504;Salzburg;Salzburg;W;Ausländer_innen;1193;419;415;
2019-01-31;504;Salzburg;Salzburg;W;Inländer_innen;2197;757;653;
2019-01-31;505;Tamsweg;Salzburg;M;Ausländer_innen;42;21;13;
2019-01-31;505;Tamsweg;Salzburg;M;Inländer_innen;466;313;111;
2019-01-31;505;Tamsweg;Salzburg;W;Ausländer_innen;15;5;13;
2019-01-31;505;Tamsweg;Salzburg;W;Inländer_innen;96;38;32;
2019-01-31;506;Zell am See;Salzburg;M;Ausländer_innen;357;135;114;
2019-01-31;506;Zell am See;Salzburg;M;Inländer_innen;1651;919;370;
2019-01-31;506;Zell am See;Salzburg;W;Ausländer_innen;146;64;88;
2019-01-31;506;Zell am See;Salzburg;W;Inländer_innen;334;135;175;
2019-01-31;601;Bruck/Mur;Steiermark;M;Ausländer_innen;354;96;115;
2019-01-31;601;Bruck/Mur;Steiermark;M;Inländer_innen;835;205;199;
2019-01-31;601;Bruck/Mur;Steiermark;W;Ausländer_innen;180;58;45;
2019-01-31;601;Bruck/Mur;Steiermark;W;Inländer_innen;559;143;190;
2019-01-31;603;Deutschlandsberg;Steiermark;M;Ausländer_innen;104;36;47;
2019-01-31;603;Deutschlandsberg;Steiermark;M;Inländer_innen;1374;372;375;
2019-01-31;603;Deutschlandsberg;Steiermark;W;Ausländer_innen;84;28;27;
2019-01-31;603;Deutschlandsberg;Steiermark;W;Inländer_innen;615;177;228;
2019-01-31;604;Feldbach;Steiermark;M;Ausländer_innen;218;51;70;
2019-01-31;604;Feldbach;Steiermark;M;Inländer_innen;2284;818;599;
2019-01-31;604;Feldbach;Steiermark;W;Ausländer_innen;167;54;50;
2019-01-31;604;Feldbach;Steiermark;W;Inländer_innen;798;257;231;
2019-01-31;606;Gleisdorf;Steiermark;M;Ausländer_innen;80;39;44;
2019-01-31;606;Gleisdorf;Steiermark;M;Inländer_innen;702;242;289;
2019-01-31;606;Gleisdorf;Steiermark;W;Ausländer_innen;53;23;29;
2019-01-31;606;Gleisdorf;Steiermark;W;Inländer_innen;304;108;132;
2019-01-31;609;Hartberg;Steiermark;M;Ausländer_innen;215;49;76;
2019-01-31;609;Hartberg;Steiermark;M;Inländer_innen;2115;794;570;
2019-01-31;609;Hartberg;Steiermark;W;Ausländer_innen;152;38;59;
2019-01-31;609;Hartberg;Steiermark;W;Inländer_innen;1073;291;251;
2019-01-31;610;Judenburg;Steiermark;M;Ausländer_innen;158;53;66;
2019-01-31;610;Judenburg;Steiermark;M;Inländer_innen;844;268;199;
2019-01-31;610;Judenburg;Steiermark;W;Ausländer_innen;74;26;24;
2019-01-31;610;Judenburg;Steiermark;W;Inländer_innen;498;142;144;
2019-01-31;611;Murau;Steiermark;M;Ausländer_innen;35;15;17;
2019-01-31;611;Murau;Steiermark;M;Inländer_innen;683;347;168;
2019-01-31;611;Murau;Steiermark;W;Ausländer_innen;15;5;2;
2019-01-31;611;Murau;Steiermark;W;Inländer_innen;185;69;82;
2019-01-31;613;Knittelfeld;Steiermark;M;Ausländer_innen;251;71;63;
2019-01-31;613;Knittelfeld;Steiermark;M;Inländer_innen;426;117;114;
2019-01-31;613;Knittelfeld;Steiermark;W;Ausländer_innen;104;25;36;
2019-01-31;613;Knittelfeld;Steiermark;W;Inländer_innen;341;92;78;
2019-01-31;614;Leibnitz;Steiermark;M;Ausländer_innen;288;92;99;
2019-01-31;614;Leibnitz;Steiermark;M;Inländer_innen;2129;798;559;
2019-01-31;614;Leibnitz;Steiermark;W;Ausländer_innen;199;61;63;
2019-01-31;614;Leibnitz;Steiermark;W;Inländer_innen;1107;316;324;
2019-01-31;616;Leoben;Steiermark;M;Ausländer_innen;286;72;84;
2019-01-31;616;Leoben;Steiermark;M;Inländer_innen;764;194;190;
2019-01-31;616;Leoben;Steiermark;W;Ausländer_innen;144;35;50;
2019-01-31;616;Leoben;Steiermark;W;Inländer_innen;629;151;183;
2019-01-31;618;Liezen;Steiermark;M;Ausländer_innen;247;99;120;
2019-01-31;618;Liezen;Steiermark;M;Inländer_innen;1086;544;368;
2019-01-31;618;Liezen;Steiermark;W;Ausländer_innen;158;58;82;
2019-01-31;618;Liezen;Steiermark;W;Inländer_innen;561;211;255;
2019-01-31;621;Mürzzuschlag;Steiermark;M;Ausländer_innen;125;33;29;
2019-01-31;621;Mürzzuschlag;Steiermark;M;Inländer_innen;370;127;111;
2019-01-31;621;Mürzzuschlag;Steiermark;W;Ausländer_innen;62;23;19;
2019-01-31;621;Mürzzuschlag;Steiermark;W;Inländer_innen;329;108;143;
2019-01-31;622;Voitsberg;Steiermark;M;Ausländer_innen;109;45;42;
2019-01-31;622;Voitsberg;Steiermark;M;Inländer_innen;809;293;273;
2019-01-31;622;Voitsberg;Steiermark;W;Ausländer_innen;73;31;22;
2019-01-31;622;Voitsberg;Steiermark;W;Inländer_innen;434;163;168;
2019-01-31;623;Weiz;Steiermark;M;Ausländer_innen;63;32;47;
2019-01-31;623;Weiz;Steiermark;M;Inländer_innen;740;260;354;
2019-01-31;623;Weiz;Steiermark;W;Ausländer_innen;37;18;31;
2019-01-31;623;Weiz;Steiermark;W;Inländer_innen;252;99;118;
2019-01-31;630;Graz-West und Umgebung;Steiermark;M;Ausländer_innen;3479;814;1040;
2019-01-31;630;Graz-West und Umgebung;Steiermark;M;Inländer_innen;5011;1032;1092;
2019-01-31;630;Graz-West und Umgebung;Steiermark;W;Ausländer_innen;1953;481;488;
2019-01-31;630;Graz-West und Umgebung;Steiermark;W;Inländer_innen;3044;730;778;
2019-01-31;631;Graz-Ost;Steiermark;M;Ausländer_innen;962;228;298;
2019-01-31;631;Graz-Ost;Steiermark;M;Inländer_innen;1722;459;533;
2019-01-31;631;Graz-Ost;Steiermark;W;Ausländer_innen;625;190;204;
2019-01-31;631;Graz-Ost;Steiermark;W;Inländer_innen;1165;390;416;
2019-01-31;701;Imst;Tirol;M;Ausländer_innen;218;100;88;
2019-01-31;701;Imst;Tirol;M;Inländer_innen;1359;629;294;
2019-01-31;701;Imst;Tirol;W;Ausländer_innen;59;34;27;
2019-01-31;701;Imst;Tirol;W;Inländer_innen;278;127;128;
2019-01-31;702;Innsbruck;Tirol;M;Ausländer_innen;1993;756;717;
2019-01-31;702;Innsbruck;Tirol;M;Inländer_innen;3166;1271;955;
2019-01-31;702;Innsbruck;Tirol;W;Ausländer_innen;826;323;334;
2019-01-31;702;Innsbruck;Tirol;W;Inländer_innen;1765;629;670;
2019-01-31;704;Kitzbühel;Tirol;M;Ausländer_innen;147;75;68;
2019-01-31;704;Kitzbühel;Tirol;M;Inländer_innen;860;368;201;
2019-01-31;704;Kitzbühel;Tirol;W;Ausländer_innen;60;30;31;
2019-01-31;704;Kitzbühel;Tirol;W;Inländer_innen;204;75;88;
2019-01-31;705;Kufstein;Tirol;M;Ausländer_innen;541;219;194;
2019-01-31;705;Kufstein;Tirol;M;Inländer_innen;1418;609;398;
2019-01-31;705;Kufstein;Tirol;W;Ausländer_innen;293;114;140;
2019-01-31;705;Kufstein;Tirol;W;Inländer_innen;648;205;243;
2019-01-31;706;Landeck;Tirol;M;Ausländer_innen;97;46;33;
2019-01-31;706;Landeck;Tirol;M;Inländer_innen;839;466;171;
2019-01-31;706;Landeck;Tirol;W;Ausländer_innen;21;10;17;
2019-01-31;706;Landeck;Tirol;W;Inländer_innen;167;73;67;
2019-01-31;707;Lienz;Tirol;M;Ausländer_innen;81;25;16;
2019-01-31;707;Lienz;Tirol;M;Inländer_innen;1282;595;192;
2019-01-31;707;Lienz;Tirol;W;Ausländer_innen;49;15;26;
2019-01-31;707;Lienz;Tirol;W;Inländer_innen;459;130;198;
2019-01-31;708;Reutte;Tirol;M;Ausländer_innen;71;54;39;
2019-01-31;708;Reutte;Tirol;M;Inländer_innen;227;141;82;
2019-01-31;708;Reutte;Tirol;W;Ausländer_innen;39;26;28;
2019-01-31;708;Reutte;Tirol;W;Inländer_innen;82;52;62;
2019-01-31;709;Schwaz;Tirol;M;Ausländer_innen;260;113;117;
2019-01-31;709;Schwaz;Tirol;M;Inländer_innen;983;506;204;
2019-01-31;709;Schwaz;Tirol;W;Ausländer_innen;160;58;56;
2019-01-31;709;Schwaz;Tirol;W;Inländer_innen;435;157;163;
2019-01-31;801;Bludenz;Vorarlberg;M;Ausländer_innen;282;104;116;
2019-01-31;801;Bludenz;Vorarlberg;M;Inländer_innen;538;249;176;
2019-01-31;801;Bludenz;Vorarlberg;W;Ausländer_innen;164;54;73;
2019-01-31;801;Bludenz;Vorarlberg;W;Inländer_innen;321;122;104;
2019-01-31;802;Bregenz;Vorarlberg;M;Ausländer_innen;717;256;225;
2019-01-31;802;Bregenz;Vorarlberg;M;Inländer_innen;1327;441;397;
2019-01-31;802;Bregenz;Vorarlberg;W;Ausländer_innen;573;192;151;
2019-01-31;802;Bregenz;Vorarlberg;W;Inländer_innen;944;244;243;
2019-01-31;804;Dornbirn;Vorarlberg;M;Ausländer_innen;504;159;171;
2019-01-31;804;Dornbirn;Vorarlberg;M;Inländer_innen;841;263;278;
2019-01-31;804;Dornbirn;Vorarlberg;W;Ausländer_innen;390;108;105;
2019-01-31;804;Dornbirn;Vorarlberg;W;Inländer_innen;812;223;212;
2019-01-31;805;Feldkirch;Vorarlberg;M;Ausländer_innen;586;205;198;
2019-01-31;805;Feldkirch;Vorarlberg;M;Inländer_innen;911;317;331;
2019-01-31;805;Feldkirch;Vorarlberg;W;Ausländer_innen;342;125;85;
2019-01-31;805;Feldkirch;Vorarlberg;W;Inländer_innen;741;269;265;
2019-01-31;958;Wien Johnstraße;Wien;M;Ausländer_innen;2463;469;665;
2019-01-31;958;Wien Johnstraße;Wien;M;Inländer_innen;1855;319;360;
2019-01-31;958;Wien Johnstraße;Wien;W;Ausländer_innen;1286;272;332;
