Datum;RGSCode;RGSName;Bundesland;Geschlecht;Nationalitaet;BESTAND;ZUGANG;ABGANG;
2020-12-31;313;Horn;Niederösterreich;M;Ausländer_innen;53;31;10;
2020-12-31;313;Horn;Niederösterreich;M;Inländer_innen;449;218;50;
2020-12-31;313;Horn;Niederösterreich;W;Ausländer_innen;38;12;5;
2020-12-31;313;Horn;Niederösterreich;W;Inländer_innen;279;76;37;
2020-12-31;314;Korneuburg;Niederösterreich;M;Ausländer_innen;466;172;51;
2020-12-31;314;Korneuburg;Niederösterreich;M;Inländer_innen;1459;276;131;
2020-12-31;314;Korneuburg;Niederösterreich;W;Ausländer_innen;350;52;33;
2020-12-31;314;Korneuburg;Niederösterreich;W;Inländer_innen;1226;159;120;
2020-12-31;315;Krems;Niederösterreich;M;Ausländer_innen;468;198;47;
2020-12-31;315;Krems;Niederösterreich;M;Inländer_innen;1405;504;92;
2020-12-31;315;Krems;Niederösterreich;W;Ausländer_innen;324;102;34;
2020-12-31;315;Krems;Niederösterreich;W;Inländer_innen;1053;230;97;
2020-12-31;316;Lilienfeld;Niederösterreich;M;Ausländer_innen;135;60;16;
2020-12-31;316;Lilienfeld;Niederösterreich;M;Inländer_innen;510;167;44;
2020-12-31;316;Lilienfeld;Niederösterreich;W;Ausländer_innen;108;21;14;
2020-12-31;316;Lilienfeld;Niederösterreich;W;Inländer_innen;312;55;31;
2020-12-31;317;Melk;Niederösterreich;M;Ausländer_innen;282;130;38;
2020-12-31;317;Melk;Niederösterreich;M;Inländer_innen;1378;723;129;
2020-12-31;317;Melk;Niederösterreich;W;Ausländer_innen;218;33;18;
2020-12-31;317;Melk;Niederösterreich;W;Inländer_innen;776;192;100;
2020-12-31;319;Mistelbach;Niederösterreich;M;Ausländer_innen;331;137;30;
2020-12-31;319;Mistelbach;Niederösterreich;M;Inländer_innen;1327;353;119;
2020-12-31;319;Mistelbach;Niederösterreich;W;Ausländer_innen;201;26;23;
2020-12-31;319;Mistelbach;Niederösterreich;W;Inländer_innen;1091;161;93;
2020-12-31;321;Mödling;Niederösterreich;M;Ausländer_innen;695;239;48;
2020-12-31;321;Mödling;Niederösterreich;M;Inländer_innen;1926;285;160;
2020-12-31;321;Mödling;Niederösterreich;W;Ausländer_innen;503;91;46;
2020-12-31;321;Mödling;Niederösterreich;W;Inländer_innen;1562;203;145;
2020-12-31;323;Neunkirchen;Niederösterreich;M;Ausländer_innen;504;179;44;
2020-12-31;323;Neunkirchen;Niederösterreich;M;Inländer_innen;1939;469;168;
2020-12-31;323;Neunkirchen;Niederösterreich;W;Ausländer_innen;395;54;43;
2020-12-31;323;Neunkirchen;Niederösterreich;W;Inländer_innen;1476;178;158;
2020-12-31;326;St. Pölten;Niederösterreich;M;Ausländer_innen;1388;527;127;
2020-12-31;326;St. Pölten;Niederösterreich;M;Inländer_innen;3586;965;319;
2020-12-31;326;St. Pölten;Niederösterreich;W;Ausländer_innen;963;145;98;
2020-12-31;326;St. Pölten;Niederösterreich;W;Inländer_innen;2667;433;347;
2020-12-31;328;Scheibbs;Niederösterreich;M;Ausländer_innen;94;52;15;
2020-12-31;328;Scheibbs;Niederösterreich;M;Inländer_innen;630;361;74;
2020-12-31;328;Scheibbs;Niederösterreich;W;Ausländer_innen;53;11;13;
2020-12-31;328;Scheibbs;Niederösterreich;W;Inländer_innen;348;100;57;
2020-12-31;329;Schwechat;Niederösterreich;M;Ausländer_innen;494;179;48;
2020-12-31;329;Schwechat;Niederösterreich;M;Inländer_innen;1091;181;86;
2020-12-31;329;Schwechat;Niederösterreich;W;Ausländer_innen;372;64;31;
2020-12-31;329;Schwechat;Niederösterreich;W;Inländer_innen;977;145;91;
2020-12-31;331;Tulln;Niederösterreich;M;Ausländer_innen;536;249;52;
2020-12-31;331;Tulln;Niederösterreich;M;Inländer_innen;1452;379;134;
2020-12-31;331;Tulln;Niederösterreich;W;Ausländer_innen;305;79;64;
2020-12-31;331;Tulln;Niederösterreich;W;Inländer_innen;1169;218;152;
2020-12-31;332;Waidhofen/Thaya;Niederösterreich;M;Ausländer_innen;27;7;3;
2020-12-31;332;Waidhofen/Thaya;Niederösterreich;M;Inländer_innen;563;247;31;
2020-12-31;332;Waidhofen/Thaya;Niederösterreich;W;Ausländer_innen;28;6;4;
2020-12-31;332;Waidhofen/Thaya;Niederösterreich;W;Inländer_innen;325;83;39;
2020-12-31;333;Waidhofen/Ybbs;Niederösterreich;M;Ausländer_innen;75;35;10;
2020-12-31;333;Waidhofen/Ybbs;Niederösterreich;M;Inländer_innen;340;160;38;
2020-12-31;333;Waidhofen/Ybbs;Niederösterreich;W;Ausländer_innen;39;11;11;
2020-12-31;333;Waidhofen/Ybbs;Niederösterreich;W;Inländer_innen;225;54;28;
2020-12-31;334;Wr. Neustadt;Niederösterreich;M;Ausländer_innen;1090;386;76;
2020-12-31;334;Wr. Neustadt;Niederösterreich;M;Inländer_innen;2823;568;270;
2020-12-31;334;Wr. Neustadt;Niederösterreich;W;Ausländer_innen;844;135;95;
2020-12-31;334;Wr. Neustadt;Niederösterreich;W;Inländer_innen;2317;319;271;
2020-12-31;335;Zwettl;Niederösterreich;M;Ausländer_innen;31;12;3;
2020-12-31;335;Zwettl;Niederösterreich;M;Inländer_innen;823;480;47;
2020-12-31;335;Zwettl;Niederösterreich;W;Ausländer_innen;44;9;3;
2020-12-31;335;Zwettl;Niederösterreich;W;Inländer_innen;412;118;45;
2020-12-31;401;Braunau;Oberösterreich;M;Ausländer_innen;663;295;87;
2020-12-31;401;Braunau;Oberösterreich;M;Inländer_innen;1322;472;92;
2020-12-31;401;Braunau;Oberösterreich;W;Ausländer_innen;486;102;85;
2020-12-31;401;Braunau;Oberösterreich;W;Inländer_innen;1012;152;105;
2020-12-31;402;Eferding;Oberösterreich;M;Ausländer_innen;123;62;8;
2020-12-31;402;Eferding;Oberösterreich;M;Inländer_innen;327;114;31;
2020-12-31;402;Eferding;Oberösterreich;W;Ausländer_innen;69;17;9;
2020-12-31;402;Eferding;Oberösterreich;W;Inländer_innen;202;49;31;
2020-12-31;403;Freistadt;Oberösterreich;M;Ausländer_innen;149;90;9;
2020-12-31;403;Freistadt;Oberösterreich;M;Inländer_innen;745;375;70;
2020-12-31;403;Freistadt;Oberösterreich;W;Ausländer_innen;85;24;14;
2020-12-31;403;Freistadt;Oberösterreich;W;Inländer_innen;515;127;86;
2020-12-31;404;Gmunden;Oberösterreich;M;Ausländer_innen;460;208;53;
2020-12-31;404;Gmunden;Oberösterreich;M;Inländer_innen;1266;388;156;
2020-12-31;404;Gmunden;Oberösterreich;W;Ausländer_innen;364;94;68;
2020-12-31;404;Gmunden;Oberösterreich;W;Inländer_innen;947;210;132;
2020-12-31;406;Grieskirchen;Oberösterreich;M;Ausländer_innen;249;155;27;
2020-12-31;406;Grieskirchen;Oberösterreich;M;Inländer_innen;709;333;63;
2020-12-31;406;Grieskirchen;Oberösterreich;W;Ausländer_innen;125;33;26;
2020-12-31;406;Grieskirchen;Oberösterreich;W;Inländer_innen;475;121;84;
2020-12-31;407;Kirchdorf/Krems;Oberösterreich;M;Ausländer_innen;236;117;30;
2020-12-31;407;Kirchdorf/Krems;Oberösterreich;M;Inländer_innen;631;217;80;
2020-12-31;407;Kirchdorf/Krems;Oberösterreich;W;Ausländer_innen;157;27;24;
2020-12-31;407;Kirchdorf/Krems;Oberösterreich;W;Inländer_innen;462;101;78;
2020-12-31;409;Linz neu;Oberösterreich;M;Ausländer_innen;3404;1243;291;
2020-12-31;409;Linz neu;Oberösterreich;M;Inländer_innen;4587;922;420;
2020-12-31;409;Linz neu;Oberösterreich;W;Ausländer_innen;2215;351;282;
2020-12-31;409;Linz neu;Oberösterreich;W;Inländer_innen;3148;472;338;
2020-12-31;411;Perg;Oberösterreich;M;Ausländer_innen;307;173;24;
2020-12-31;411;Perg;Oberösterreich;M;Inländer_innen;724;325;63;
2020-12-31;411;Perg;Oberösterreich;W;Ausländer_innen;168;59;36;
2020-12-31;411;Perg;Oberösterreich;W;Inländer_innen;559;143;93;
2020-12-31;412;Ried im Innkreis;Oberösterreich;M;Ausländer_innen;420;205;45;
2020-12-31;412;Ried im Innkreis;Oberösterreich;M;Inländer_innen;881;382;81;
2020-12-31;412;Ried im Innkreis;Oberösterreich;W;Ausländer_innen;236;61;37;
2020-12-31;412;Ried im Innkreis;Oberösterreich;W;Inländer_innen;565;116;87;
2020-12-31;413;Rohrbach;Oberösterreich;M;Ausländer_innen;83;42;16;
2020-12-31;413;Rohrbach;Oberösterreich;M;Inländer_innen;521;279;68;
2020-12-31;413;Rohrbach;Oberösterreich;W;Ausländer_innen;49;20;18;
2020-12-31;413;Rohrbach;Oberösterreich;W;Inländer_innen;255;73;75;
2020-12-31;414;Schärding;Oberösterreich;M;Ausländer_innen;253;134;12;
2020-12-31;414;Schärding;Oberösterreich;M;Inländer_innen;921;485;65;
2020-12-31;414;Schärding;Oberösterreich;W;Ausländer_innen;145;31;13;
2020-12-31;414;Schärding;Oberösterreich;W;Inländer_innen;541;124;53;
2020-12-31;415;Steyr;Oberösterreich;M;Ausländer_innen;639;265;47;
2020-12-31;415;Steyr;Oberösterreich;M;Inländer_innen;1723;372;124;
2020-12-31;415;Steyr;Oberösterreich;W;Ausländer_innen;471;97;53;
2020-12-31;415;Steyr;Oberösterreich;W;Inländer_innen;1303;214;139;
2020-12-31;418;Vöcklabruck;Oberösterreich;M;Ausländer_innen;867;420;68;
2020-12-31;418;Vöcklabruck;Oberösterreich;M;Inländer_innen;1691;569;155;
2020-12-31;418;Vöcklabruck;Oberösterreich;W;Ausländer_innen;534;109;71;
2020-12-31;418;Vöcklabruck;Oberösterreich;W;Inländer_innen;1420;269;181;
2020-12-31;419;Wels;Oberösterreich;M;Ausländer_innen;1363;591;108;
2020-12-31;419;Wels;Oberösterreich;M;Inländer_innen;2240;517;193;
2020-12-31;419;Wels;Oberösterreich;W;Ausländer_innen;924;132;109;
2020-12-31;419;Wels;Oberösterreich;W;Inländer_innen;1645;266;198;
2020-12-31;421;Traun;Oberösterreich;M;Ausländer_innen;1276;589;94;
2020-12-31;421;Traun;Oberösterreich;M;Inländer_innen;1972;502;211;
2020-12-31;421;Traun;Oberösterreich;W;Ausländer_innen;787;174;118;
2020-12-31;421;Traun;Oberösterreich;W;Inländer_innen;1487;295;185;
2020-12-31;501;Bischofshofen;Salzburg;M;Ausländer_innen;1362;577;92;
2020-12-31;501;Bischofshofen;Salzburg;M;Inländer_innen;1433;631;132;
2020-12-31;501;Bischofshofen;Salzburg;W;Ausländer_innen;989;127;90;
2020-12-31;501;Bischofshofen;Salzburg;W;Inländer_innen;1291;186;155;
2020-12-31;503;Hallein;Salzburg;M;Ausländer_innen;366;141;33;
2020-12-31;503;Hallein;Salzburg;M;Inländer_innen;648;209;73;
2020-12-31;503;Hallein;Salzburg;W;Ausländer_innen;289;57;33;
2020-12-31;503;Hallein;Salzburg;W;Inländer_innen;556;121;78;
2020-12-31;504;Salzburg;Salzburg;M;Ausländer_innen;2694;897;334;
2020-12-31;504;Salzburg;Salzburg;M;Inländer_innen;3819;944;364;
2020-12-31;504;Salzburg;Salzburg;W;Ausländer_innen;1828;340;246;
2020-12-31;504;Salzburg;Salzburg;W;Inländer_innen;2715;412;349;
2020-12-31;505;Tamsweg;Salzburg;M;Ausländer_innen;108;47;7;
2020-12-31;505;Tamsweg;Salzburg;M;Inländer_innen;365;201;32;
2020-12-31;505;Tamsweg;Salzburg;W;Ausländer_innen;97;18;9;
2020-12-31;505;Tamsweg;Salzburg;W;Inländer_innen;340;37;45;
2020-12-31;506;Zell am See;Salzburg;M;Ausländer_innen;1271;373;92;
2020-12-31;506;Zell am See;Salzburg;M;Inländer_innen;1961;924;165;
2020-12-31;506;Zell am See;Salzburg;W;Ausländer_innen;1109;120;84;
2020-12-31;506;Zell am See;Salzburg;W;Inländer_innen;1780;217;180;
2020-12-31;601;Bruck/Mur;Steiermark;M;Ausländer_innen;537;203;56;
2020-12-31;601;Bruck/Mur;Steiermark;M;Inländer_innen;1082;217;92;
2020-12-31;601;Bruck/Mur;Steiermark;W;Ausländer_innen;315;48;28;
2020-12-31;601;Bruck/Mur;Steiermark;W;Inländer_innen;828;101;85;
2020-12-31;603;Deutschlandsberg;Steiermark;M;Ausländer_innen;142;66;7;
2020-12-31;603;Deutschlandsberg;Steiermark;M;Inländer_innen;1457;638;74;
2020-12-31;603;Deutschlandsberg;Steiermark;W;Ausländer_innen;141;29;14;
2020-12-31;603;Deutschlandsberg;Steiermark;W;Inländer_innen;811;157;91;
2020-12-31;604;Feldbach;Steiermark;M;Ausländer_innen;243;95;26;
2020-12-31;604;Feldbach;Steiermark;M;Inländer_innen;1834;1116;108;
2020-12-31;604;Feldbach;Steiermark;W;Ausländer_innen;206;55;34;
2020-12-31;604;Feldbach;Steiermark;W;Inländer_innen;909;232;118;
2020-12-31;606;Gleisdorf;Steiermark;M;Ausländer_innen;121;82;17;
2020-12-31;606;Gleisdorf;Steiermark;M;Inländer_innen;756;422;59;
2020-12-31;606;Gleisdorf;Steiermark;W;Ausländer_innen;82;22;16;
2020-12-31;606;Gleisdorf;Steiermark;W;Inländer_innen;457;111;61;
2020-12-31;609;Hartberg;Steiermark;M;Ausländer_innen;253;109;27;
2020-12-31;609;Hartberg;Steiermark;M;Inländer_innen;1859;952;119;
2020-12-31;609;Hartberg;Steiermark;W;Ausländer_innen;215;44;26;
2020-12-31;609;Hartberg;Steiermark;W;Inländer_innen;1207;251;184;
2020-12-31;610;Judenburg;Steiermark;M;Ausländer_innen;482;255;42;
2020-12-31;610;Judenburg;Steiermark;M;Inländer_innen;1358;494;160;
2020-12-31;610;Judenburg;Steiermark;W;Ausländer_innen;226;41;36;
2020-12-31;610;Judenburg;Steiermark;W;Inländer_innen;991;214;132;
2020-12-31;611;Murau;Steiermark;M;Ausländer_innen;53;35;6;
2020-12-31;611;Murau;Steiermark;M;Inländer_innen;529;330;50;
2020-12-31;611;Murau;Steiermark;W;Ausländer_innen;34;7;6;
2020-12-31;611;Murau;Steiermark;W;Inländer_innen;305;62;40;
2020-12-31;614;Leibnitz;Steiermark;M;Ausländer_innen;426;203;21;
2020-12-31;614;Leibnitz;Steiermark;M;Inländer_innen;1945;960;141;
2020-12-31;614;Leibnitz;Steiermark;W;Ausländer_innen;320;65;35;
2020-12-31;614;Leibnitz;Steiermark;W;Inländer_innen;1388;288;118;
2020-12-31;616;Leoben;Steiermark;M;Ausländer_innen;366;118;30;
2020-12-31;616;Leoben;Steiermark;M;Inländer_innen;970;217;95;
2020-12-31;616;Leoben;Steiermark;W;Ausländer_innen;225;31;21;
2020-12-31;616;Leoben;Steiermark;W;Inländer_innen;805;134;81;
2020-12-31;618;Liezen;Steiermark;M;Ausländer_innen;439;191;58;
2020-12-31;618;Liezen;Steiermark;M;Inländer_innen;1294;527;198;
2020-12-31;618;Liezen;Steiermark;W;Ausländer_innen;358;68;52;
2020-12-31;618;Liezen;Steiermark;W;Inländer_innen;1254;224;182;
2020-12-31;621;Mürzzuschlag;Steiermark;M;Ausländer_innen;166;77;15;
2020-12-31;621;Mürzzuschlag;Steiermark;M;Inländer_innen;553;124;73;
2020-12-31;621;Mürzzuschlag;Steiermark;W;Ausländer_innen;106;24;13;
2020-12-31;621;Mürzzuschlag;Steiermark;W;Inländer_innen;454;70;59;
2020-12-31;622;Voitsberg;Steiermark;M;Ausländer_innen;133;62;15;
2020-12-31;622;Voitsberg;Steiermark;M;Inländer_innen;966;372;115;
2020-12-31;622;Voitsberg;Steiermark;W;Ausländer_innen;117;28;13;
2020-12-31;622;Voitsberg;Steiermark;W;Inländer_innen;600;172;89;
2020-12-31;623;Weiz;Steiermark;M;Ausländer_innen;111;52;12;
2020-12-31;623;Weiz;Steiermark;M;Inländer_innen;753;466;64;
2020-12-31;623;Weiz;Steiermark;W;Ausländer_innen;65;22;11;
2020-12-31;623;Weiz;Steiermark;W;Inländer_innen;328;100;72;
2020-12-31;630;Graz-West und Umgebung;Steiermark;M;Ausländer_innen;4677;1830;320;
2020-12-31;630;Graz-West und Umgebung;Steiermark;M;Inländer_innen;5679;1226;423;
2020-12-31;630;Graz-West und Umgebung;Steiermark;W;Ausländer_innen;2834;358;304;
2020-12-31;630;Graz-West und Umgebung;Steiermark;W;Inländer_innen;3812;580;435;
2020-12-31;631;Graz-Ost;Steiermark;M;Ausländer_innen;1426;411;132;
2020-12-31;631;Graz-Ost;Steiermark;M;Inländer_innen;2279;428;219;
2020-12-31;631;Graz-Ost;Steiermark;W;Ausländer_innen;877;138;125;
2020-12-31;631;Graz-Ost;Steiermark;W;Inländer_innen;1509;271;237;
2020-12-31;701;Imst;Tirol;M;Ausländer_innen;609;243;53;
2020-12-31;701;Imst;Tirol;M;Inländer_innen;1602;865;142;
2020-12-31;701;Imst;Tirol;W;Ausländer_innen;509;48;48;
2020-12-31;701;Imst;Tirol;W;Inländer_innen;1252;167;136;
2020-12-31;702;Innsbruck;Tirol;M;Ausländer_innen;3145;1119;288;
2020-12-31;702;Innsbruck;Tirol;M;Inländer_innen;4180;1209;431;
2020-12-31;702;Innsbruck;Tirol;W;Ausländer_innen;2096;281;216;
2020-12-31;702;Innsbruck;Tirol;W;Inländer_innen;3130;443;389;
2020-12-31;704;Kitzbühel;Tirol;M;Ausländer_innen;795;208;75;
2020-12-31;704;Kitzbühel;Tirol;M;Inländer_innen;1243;648;141;
2020-12-31;704;Kitzbühel;Tirol;W;Ausländer_innen;812;103;73;
2020-12-31;704;Kitzbühel;Tirol;W;Inländer_innen;1035;133;165;
2020-12-31;705;Kufstein;Tirol;M;Ausländer_innen;878;351;99;
2020-12-31;705;Kufstein;Tirol;M;Inländer_innen;1714;834;194;
2020-12-31;705;Kufstein;Tirol;W;Ausländer_innen;803;110;93;
2020-12-31;705;Kufstein;Tirol;W;Inländer_innen;1489;222;158;
2020-12-31;706;Landeck;Tirol;M;Ausländer_innen;576;138;85;
2020-12-31;706;Landeck;Tirol;M;Inländer_innen;1362;573;211;
2020-12-31;706;Landeck;Tirol;W;Ausländer_innen;671;63;95;
2020-12-31;706;Landeck;Tirol;W;Inländer_innen;1530;102;276;
2020-12-31;707;Lienz;Tirol;M;Ausländer_innen;150;35;7;
2020-12-31;707;Lienz;Tirol;M;Inländer_innen;1141;508;91;
2020-12-31;707;Lienz;Tirol;W;Ausländer_innen;129;17;8;
2020-12-31;707;Lienz;Tirol;W;Inländer_innen;1141;155;87;
2020-12-31;708;Reutte;Tirol;M;Ausländer_innen;422;65;38;
2020-12-31;708;Reutte;Tirol;M;Inländer_innen;464;155;52;
2020-12-31;708;Reutte;Tirol;W;Ausländer_innen;433;38;30;
2020-12-31;708;Reutte;Tirol;W;Inländer_innen;511;49;52;
2020-12-31;709;Schwaz;Tirol;M;Ausländer_innen;976;246;81;
2020-12-31;709;Schwaz;Tirol;M;Inländer_innen;1429;573;102;
2020-12-31;709;Schwaz;Tirol;W;Ausländer_innen;1002;84;82;
2020-12-31;709;Schwaz;Tirol;W;Inländer_innen;1498;148;133;
2020-12-31;801;Bludenz;Vorarlberg;M;Ausländer_innen;643;173;70;
2020-12-31;801;Bludenz;Vorarlberg;M;Inländer_innen;864;253;160;
2020-12-31;801;Bludenz;Vorarlberg;W;Ausländer_innen;531;100;63;
2020-12-31;801;Bludenz;Vorarlberg;W;Inländer_innen;820;118;123;
2020-12-31;802;Bregenz;Vorarlberg;M;Ausländer_innen;1210;251;152;
2020-12-31;802;Bregenz;Vorarlberg;M;Inländer_innen;1686;430;184;
2020-12-31;802;Bregenz;Vorarlberg;W;Ausländer_innen;1096;127;122;
2020-12-31;802;Bregenz;Vorarlberg;W;Inländer_innen;1397;190;155;
2020-12-31;804;Dornbirn;Vorarlberg;M;Ausländer_innen;773;190;92;
2020-12-31;804;Dornbirn;Vorarlberg;M;Inländer_innen;1190;239;140;
2020-12-31;804;Dornbirn;Vorarlberg;W;Ausländer_innen;562;83;77;
2020-12-31;804;Dornbirn;Vorarlberg;W;Inländer_innen;1095;176;121;
2020-12-31;805;Feldkirch;Vorarlberg;M;Ausländer_innen;812;246;54;
2020-12-31;805;Feldkirch;Vorarlberg;M;Inländer_innen;1403;326;150;
2020-12-31;805;Feldkirch;Vorarlberg;W;Ausländer_innen;506;123;56;
2020-12-31;805;Feldkirch;Vorarlberg;W;Inländer_innen;1107;183;124;
2020-12-31;958;Wien Johnstraße;Wien;M;Ausländer_innen;2877;861;249;
2020-12-31;958;Wien Johnstraße;Wien;M;Inländer_innen;2165;267;161;
2020-12-31;958;Wien Johnstraße;Wien;W;Ausländer_innen;1563;250;202;
2020-12-31;958;Wien Johnstraße;Wien;W;Inländer_innen;1491;167;151;
2020-12-31;959;Wien Hauffgasse;Wien;M;Ausländer_innen;2557;778;211;
2020-12-31;959;Wien Hauffgasse;Wien;M;Inländer_innen;3105;392;195;
2020-12-31;959;Wien Hauffgasse;Wien;W;Ausländer_innen;1943;296;224;
2020-12-31;959;Wien Hauffgasse;Wien;W;Inländer_innen;2503;228;226;
2020-12-31;960;Wien Esteplatz;Wien;M;Ausländer_innen;2227;584;223;
2020-12-31;960;Wien Esteplatz;Wien;M;Inländer_innen;3192;347;238;
2020-12-31;960;Wien Esteplatz;Wien;W;Ausländer_innen;1562;278;187;
2020-12-31;960;Wien Esteplatz;Wien;W;Inländer_innen;2063;248;195;
2020-12-31;962;Wien Redergasse;Wien;M;Ausländer_innen;2549;636;281;
2020-12-31;962;Wien Redergasse;Wien;M;Inländer_innen;3406;410;268;
2020-12-31;962;Wien Redergasse;Wien;W;Ausländer_innen;1767;275;235;
2020-12-31;962;Wien Redergasse;Wien;W;Inländer_innen;2286;306;222;
2020-12-31;963;Wien Währinger Gürtel;Wien;M;Ausländer_innen;1386;407;149;
2020-12-31;963;Wien Währinger Gürtel;Wien;M;Inländer_innen;2162;292;195;
2020-12-31;963;Wien Währinger Gürtel;Wien;W;Ausländer_innen;971;187;188;
2020-12-31;963;Wien Währinger Gürtel;Wien;W;Inländer_innen;1458;213;200;
2020-12-31;964;Wien Favoritenstraße;Wien;M;Ausländer_innen;7318;2289;612;
2020-12-31;964;Wien Favoritenstraße;Wien;M;Inländer_innen;5887;850;483;
2020-12-31;964;Wien Favoritenstraße;Wien;W;Ausländer_innen;4390;693;580;
2020-12-31;964;Wien Favoritenstraße;Wien;W;Inländer_innen;3968;466;434;
2020-12-31;965;Wien Lemböckgasse;Wien;M;Ausländer_innen;4407;1242;388;
2020-12-31;965;Wien Lemböckgasse;Wien;M;Inländer_innen;5351;602;334;
2020-12-31;965;Wien Lemböckgasse;Wien;W;Ausländer_innen;3140;432;376;
2020-12-31;965;Wien Lemböckgasse;Wien;W;Inländer_innen;3982;394;340;
2020-12-31;966;Wien Hietzinger Kai;Wien;M;Ausländer_innen;2382;632;272;
2020-12-31;966;Wien Hietzinger Kai;Wien;M;Inländer_innen;2969;373;254;
2020-12-31;966;Wien Hietzinger Kai;Wien;W;Ausländer_innen;1650;262;255;
2020-12-31;966;Wien Hietzinger Kai;Wien;W;Inländer_innen;2100;254;221;
2020-12-31;967;Wien Huttengasse;Wien;M;Ausländer_innen;5498;1711;531;
2020-12-31;967;Wien Huttengasse;Wien;M;Inländer_innen;4612;545;389;
2020-12-31;967;Wien Huttengasse;Wien;W;Ausländer_innen;3185;543;441;
2020-12-31;967;Wien Huttengasse;Wien;W;Inländer_innen;3262;375;343;
2020-12-31;968;Wien Schloßhofer Straße;Wien;M;Ausländer_innen;3340;924;301;
2020-12-31;968;Wien Schloßhofer Straße;Wien;M;Inländer_innen;5187;661;386;
2020-12-31;968;Wien Schloßhofer Straße;Wien;W;Ausländer_innen;2647;429;320;
2020-12-31;968;Wien Schloßhofer Straße;Wien;W;Inländer_innen;3707;416;358;
2020-12-31;969;Wien-Wagramer Straße;Wien;M;Ausländer_innen;2483;674;198;
2020-12-31;969;Wien-Wagramer Straße;Wien;M;Inländer_innen;4552;617;425;
2020-12-31;969;Wien-Wagramer Straße;Wien;W;Ausländer_innen;2194;359;334;
2020-12-31;969;Wien-Wagramer Straße;Wien;W;Inländer_innen;3627;431;423;
2020-12-31;970;Wien Jugendliche;Wien;M;Ausländer_innen;991;380;249;
2020-12-31;970;Wien Jugendliche;Wien;M;Inländer_innen;1264;362;277;
2020-12-31;970;Wien Jugendliche;Wien;W;Ausländer_innen;609;192;160;
2020-12-31;970;Wien Jugendliche;Wien;W;Inländer_innen;1063;238;252;
2020-12-31;974;Wien Austria Campus;Wien;M;Ausländer_innen;2343;630;272;
2020-12-31;974;Wien Austria Campus;Wien;M;Inländer_innen;2748;284;197;
2020-12-31;974;Wien Austria Campus;Wien;W;Ausländer_innen;1619;246;233;
2020-12-31;974;Wien Austria Campus;Wien;W;Inländer_innen;1915;184;146;
2020-12-31;975;Wien Jäger Straße;Wien;M;Ausländer_innen;2708;792;288;
2020-12-31;975;Wien Jäger Straße;Wien;M;Inländer_innen;2640;346;195;
2020-12-31;975;Wien Jäger Straße;Wien;W;Ausländer_innen;1742;306;229;
2020-12-31;975;Wien Jäger Straße;Wien;W;Inländer_innen;1783;180;145;
2021-01-31;101;Eisenstadt;Burgenland;M;Ausländer_innen;308;58;51;
2021-01-31;101;Eisenstadt;Burgenland;M;Inländer_innen;1096;211;202;
2021-01-31;101;Eisenstadt;Burgenland;W;Ausländer_innen;258;40;36;
2021-01-31;101;Eisenstadt;Burgenland;W;Inländer_innen;887;126;139;
2021-01-31;102;Mattersburg;Burgenland;M;Ausländer_innen;230;41;44;
2021-01-31;102;Mattersburg;Burgenland;M;Inländer_innen;881;183;154;
2021-01-31;102;Mattersburg;Burgenland;W;Ausländer_innen;146;20;23;
2021-01-31;102;Mattersburg;Burgenland;W;Inländer_innen;612;73;110;
2021-01-31;103;Neusiedl am See;Burgenland;M;Ausländer_innen;282;48;33;
2021-01-31;103;Neusiedl am See;Burgenland;M;Inländer_innen;1149;277;130;
2021-01-31;103;Neusiedl am See;Burgenland;W;Ausländer_innen;307;34;26;
2021-01-31;103;Neusiedl am See;Burgenland;W;Inländer_innen;906;138;103;
2021-01-31;104;Oberpullendorf;Burgenland;M;Ausländer_innen;146;43;30;
2021-01-31;104;Oberpullendorf;Burgenland;M;Inländer_innen;759;188;164;
2021-01-31;104;Oberpullendorf;Burgenland;W;Ausländer_innen;102;8;17;
2021-01-31;104;Oberpullendorf;Burgenland;W;Inländer_innen;576;104;96;
2021-01-31;105;Oberwart;Burgenland;M;Ausländer_innen;241;48;54;
2021-01-31;105;Oberwart;Burgenland;M;Inländer_innen;1416;401;240;
2021-01-31;105;Oberwart;Burgenland;W;Ausländer_innen;193;22;42;
2021-01-31;105;Oberwart;Burgenland;W;Inländer_innen;947;138;129;
2021-01-31;106;Stegersbach;Burgenland;M;Ausländer_innen;102;20;11;
2021-01-31;106;Stegersbach;Burgenland;M;Inländer_innen;587;204;119;
2021-01-31;106;Stegersbach;Burgenland;W;Ausländer_innen;66;10;21;
2021-01-31;106;Stegersbach;Burgenland;W;Inländer_innen;441;86;98;
2021-01-31;107;Jennersdorf;Burgenland;M;Ausländer_innen;41;8;11;
2021-01-31;107;Jennersdorf;Burgenland;M;Inländer_innen;447;169;111;
2021-01-31;107;Jennersdorf;Burgenland;W;Ausländer_innen;36;9;8;
2021-01-31;107;Jennersdorf;Burgenland;W;Inländer_innen;239;43;76;
2021-01-31;201;Feldkirchen;Kärnten;M;Ausländer_innen;138;26;21;
2021-01-31;201;Feldkirchen;Kärnten;M;Inländer_innen;1034;233;213;
2021-01-31;201;Feldkirchen;Kärnten;W;Ausländer_innen;87;5;12;
2021-01-31;201;Feldkirchen;Kärnten;W;Inländer_innen;487;70;76;
